trade_id,symbol,side,entry_time,exit_time,entry_fr,entry_collect_fr,exit_fr,hold_settlements,gross_pct,cost_rt_pct,net_pct,gross_dollar,cost_dollar,net_dollar,cost_tier,gap_closed
IOTXUSDT_20220209160000,IOTXUSDT,long_spot_short_futures,2022-02-09 16:00:00.001000+00:00,2022-02-10 00:00:00.012000+00:00,-0.086499,0.002127,0.002127,1,0.002127,0.2,-0.19787300000000002,0.006381,0.6,-0.593619,high,False
THETAUSDT_20220211160000,THETAUSDT,long_spot_short_futures,2022-02-11 16:00:00.015000+00:00,2022-02-12 00:00:00.020000+00:00,-0.053668,0.01,0.01,1,0.01,0.2,-0.19,0.030000000000000002,0.6,-0.57,high,False
IOSTUSDT_20220212080000,IOSTUSDT,long_spot_short_futures,2022-02-12 08:00:00.001000+00:00,2022-02-13 08:00:00.001000+00:00,-0.053558,-0.021693,-0.018285,3,0.060167,0.2,-0.139833,0.180501,0.6,-0.41949900000000007,high,False
SANDUSDT_20220214080000,SANDUSDT,long_spot_short_futures,2022-02-14 08:00:00.013000+00:00,2022-02-14 16:00:00.019000+00:00,-0.063489,-0.019269,-0.019269,1,0.019269,0.2,-0.180731,0.05780700000000001,0.6,-0.542193,high,False
BANDUSDT_20220212080000,BANDUSDT,long_spot_short_futures,2022-02-12 08:00:00.001000+00:00,2022-02-16 00:00:00.009000+00:00,-0.162438,-0.040706,-0.011226,11,2.116527,0.2,1.916527,6.349581,0.6,5.749581,high,False
HBARUSDT_20220215080000,HBARUSDT,long_spot_short_futures,2022-02-15 08:00:00.005000+00:00,2022-02-16 00:00:00.009000+00:00,-0.071576,-0.033035999999999996,0.01,2,0.043036,0.2,-0.15696400000000002,0.129108,0.6,-0.47089200000000003,high,False
ONEUSDT_20220215160000,ONEUSDT,long_spot_short_futures,2022-02-15 16:00:00.011000+00:00,2022-02-16 08:00:00.001000+00:00,-0.061958,-0.044381,0.004978,2,0.049359,0.2,-0.15064100000000002,0.14807700000000001,0.6,-0.45192300000000013,high,False
GRTUSDT_20220216000000,GRTUSDT,long_spot_short_futures,2022-02-16 00:00:00.009000+00:00,2022-02-16 08:00:00.001000+00:00,-0.051744,-0.0021379999999999997,-0.0021379999999999997,1,0.0021379999999999997,0.2,-0.197862,0.0064139999999999996,0.6,-0.593586,high,False
QTUMUSDT_20220216080000,QTUMUSDT,long_spot_short_futures,2022-02-16 08:00:00.001000+00:00,2022-02-17 08:00:00+00:00,-0.07746,-0.033311,-0.017571,3,0.074627,0.2,-0.125373,0.22388099999999997,0.6,-0.37611900000000004,high,False
NEOUSDT_20220216160000,NEOUSDT,long_spot_short_futures,2022-02-16 16:00:00.014000+00:00,2022-02-17 16:00:00.010000+00:00,-0.050540999999999996,-0.022605999999999998,0.01,3,0.058743000000000004,0.2,-0.14125700000000002,0.176229,0.6,-0.42377100000000006,high,False
GTCUSDT_20220217080000,GTCUSDT,long_spot_short_futures,2022-02-17 08:00:00+00:00,2022-02-17 16:00:00.010000+00:00,-0.050289,0.01,0.01,1,0.01,0.2,-0.19,0.030000000000000002,0.6,-0.57,high,False
